Player,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Tm,Home,Win,season,date
Paul Millsap,13,23,.565,1,5,.200,4,4,1.000,3,7,10,7,4,1,6,5,31,-12,ATL,1,0,2017,20170428
Dennis Schröder,8,18,.444,3,8,.375,7,8,.875,0,1,1,10,2,0,2,3,26,-17,ATL,1,0,2017,20170428
Tim Hardaway Jr.,5,18,.278,2,11,.182,1,2,.500,1,2,3,1,0,0,0,2,13,-4,ATL,1,0,2017,20170428
Taurean Prince,2,5,.400,0,3,.000,0,0,0,1,4,5,2,1,0,2,2,4,-13,ATL,1,0,2017,20170428
Dwight Howard,3,4,.750,0,0,0,3,3,1.000,4,3,7,1,2,0,5,3,9,-14,ATL,1,0,2017,20170428
Kent Bazemore,4,6,.667,1,2,.500,0,0,0,0,6,6,3,0,1,7,4,9,-6,ATL,1,0,2017,20170428
José Calderón,2,4,.500,2,3,.667,0,0,0,0,1,1,2,0,1,0,1,6,-5,ATL,1,0,2017,20170428
Mike Muscala,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,-1,ATL,1,0,2017,20170428
Ersan İlyasova,0,0,0,0,0,0,1,2,.500,1,0,1,0,0,0,0,1,1,-4,ATL,1,0,2017,20170428
Mike Dunleavy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,ATL,1,0,2017,20170428
Klay Thompson,1,9,.111,0,4,.000,4,4,1.000,0,1,1,0,1,0,0,3,6,+4,GSW,0,1,2017,20170506
Kevin Durant,15,26,.577,4,8,.500,4,4,1.000,2,11,13,1,1,1,2,4,38,+18,GSW,0,1,2017,20170506
Draymond Green,4,8,.500,0,3,.000,1,3,.333,0,10,10,5,1,1,0,3,9,+3,GSW,0,1,2017,20170506
Stephen Curry,6,20,.300,3,11,.273,8,9,.889,0,5,5,4,0,0,0,2,23,+17,GSW,0,1,2017,20170506
Zaza Pachulia,3,5,.600,0,0,0,1,1,1.000,2,2,4,1,0,1,0,2,7,-2,GSW,0,1,2017,20170506
Andre Iguodala,4,7,.571,2,3,.667,1,2,.500,1,3,4,2,0,0,2,1,11,+15,GSW,0,1,2017,20170506
David West,2,2,1.000,0,0,0,0,0,0,0,3,3,3,0,0,1,0,4,-14,GSW,0,1,2017,20170506
JaVale McGee,1,3,.333,0,0,0,0,0,0,2,5,7,0,0,1,0,4,2,+17,GSW,0,1,2017,20170506
Shaun Livingston,0,2,.000,0,0,0,0,0,0,0,3,3,1,0,0,1,0,0,+6,GSW,0,1,2017,20170506
Ian Clark,1,2,.500,0,1,.000,0,0,0,1,0,1,0,0,0,1,1,2,-9,GSW,0,1,2017,20170506
Gordon Hayward,7,18,.389,2,6,.333,13,14,.929,0,2,2,6,0,0,3,0,29,-16,UTA,1,0,2017,20170506
Rudy Gobert,7,8,.875,0,0,0,7,15,.467,3,12,15,4,0,2,0,2,21,-8,UTA,1,0,2017,20170506
Shelvin Mack,3,11,.273,1,2,.500,4,5,.800,1,3,4,5,1,0,3,3,11,+6,UTA,1,0,2017,20170506
Joe Ingles,4,6,.667,2,3,.667,0,0,0,0,5,5,0,2,1,1,3,10,-4,UTA,1,0,2017,20170506
Boris Diaw,5,12,.417,0,1,.000,0,0,0,0,5,5,1,1,0,0,4,10,+3,UTA,1,0,2017,20170506
Rodney Hood,1,8,.125,1,4,.250,0,0,0,0,3,3,3,0,0,0,3,3,-12,UTA,1,0,2017,20170506
Joe Johnson,3,12,.250,1,5,.200,0,0,0,0,6,6,0,0,0,1,2,7,-11,UTA,1,0,2017,20170506
Derrick Favors,0,1,.000,0,0,0,0,0,0,1,1,2,0,1,0,0,2,0,-6,UTA,1,0,2017,20170506
Dante Exum,0,1,.000,0,1,.000,0,0,0,0,0,0,0,1,0,0,2,0,-4,UTA,1,0,2017,20170506
Raul Neto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-3,UTA,1,0,2017,20170506
DeAndre Jordan,5,8,.625,0,0,0,3,11,.273,4,14,18,1,0,0,7,5,13,-1,LAC,0,1,2017,20170428
Chris Paul,10,20,.500,2,6,.333,7,8,.875,0,3,3,8,2,0,4,4,29,0,LAC,0,1,2017,20170428
Austin Rivers,5,10,.500,3,7,.429,0,0,0,1,3,4,0,0,1,1,3,13,+4,LAC,0,1,2017,20170428
Luc Mbah a Moute,5,8,.625,1,1,1.000,2,4,.500,1,5,6,1,1,0,0,4,13,-9,LAC,0,1,2017,20170428
J.J. Redick,1,4,.250,1,2,.500,1,1,1.000,0,1,1,1,0,0,1,1,4,-7,LAC,0,1,2017,20170428
Jamal Crawford,5,12,.417,0,1,.000,2,2,1.000,0,1,1,3,1,0,1,1,12,+19,LAC,0,1,2017,20170428
Paul Pierce,1,3,.333,1,2,.500,0,0,0,1,2,3,2,0,0,1,3,3,+10,LAC,0,1,2017,20170428
Raymond Felton,1,4,.250,0,1,.000,0,0,0,1,2,3,1,1,0,1,2,2,+3,LAC,0,1,2017,20170428
Marreese Speights,4,6,.667,1,1,1.000,0,0,0,2,1,3,0,0,1,0,1,9,+6,LAC,0,1,2017,20170428
Gordon Hayward,9,20,.450,3,9,.333,10,11,.909,0,8,8,4,2,0,2,1,31,-3,UTA,1,0,2017,20170428
Rudy Gobert,5,10,.500,0,0,0,5,10,.500,4,5,9,2,2,3,1,3,15,-6,UTA,1,0,2017,20170428
Joe Ingles,0,4,.000,0,3,.000,0,0,0,1,1,2,3,2,0,0,5,0,+12,UTA,1,0,2017,20170428
George Hill,8,13,.615,1,2,.500,5,9,.556,1,4,5,3,0,1,0,3,22,+7,UTA,1,0,2017,20170428
Boris Diaw,2,2,1.000,1,1,1.000,0,0,0,0,2,2,1,0,0,0,1,5,+13,UTA,1,0,2017,20170428
Joe Johnson,3,9,.333,1,4,.250,2,3,.667,2,1,3,3,0,0,3,1,9,-18,UTA,1,0,2017,20170428
Rodney Hood,2,10,.200,0,6,.000,0,0,0,0,2,2,0,0,0,1,3,4,-21,UTA,1,0,2017,20170428
Derrick Favors,1,6,.167,0,0,0,0,0,0,2,5,7,2,2,1,0,2,2,+1,UTA,1,0,2017,20170428
Raul Neto,2,4,.500,1,1,1.000,0,0,0,0,0,0,0,0,0,0,1,5,-10,UTA,1,0,2017,20170428
Kyle Lowry,4,10,0.4,2,5,0.4,3,4,0.75,0,5,5,2,0,1,3,5,13,-18.0,TOR,0,0,2017,20170420
DeMar DeRozan,0,8,0.0,0,2,0.0,8,8,1.0,0,2,2,0,0,0,3,2,8,-23.0,TOR,0,0,2017,20170420
Serge Ibaka,3,8,0.375,0,2,0.0,0,0,0.0,0,3,3,0,0,1,2,3,6,-18.0,TOR,0,0,2017,20170420
Jonas Valančiūnas,3,9,0.333,0,0,0.0,5,7,0.714,1,6,7,0,0,0,2,3,11,-12.0,TOR,0,0,2017,20170420
DeMarre Carroll,1,4,0.25,1,4,0.25,0,0,0.0,0,1,1,0,2,2,0,0,3,-13.0,TOR,0,0,2017,20170420
Delon Wright,4,6,0.667,2,3,0.667,3,5,0.6,2,4,6,2,0,0,2,2,13,0.0,TOR,0,0,2017,20170420
Patrick Patterson,1,5,0.2,1,2,0.5,0,0,0.0,0,2,2,1,1,0,0,1,3,-21.0,TOR,0,0,2017,20170420
Cory Joseph,1,5,0.2,0,2,0.0,0,0,0.0,1,0,1,3,0,0,2,2,2,-22.0,TOR,0,0,2017,20170420
Norman Powell,4,8,0.5,0,1,0.0,4,4,1.0,1,2,3,1,2,0,0,0,12,3.0,TOR,0,0,2017,20170420
P.J. Tucker,0,0,0.0,0,0,0.0,0,0,0.0,0,3,3,1,1,0,1,1,0,-13.0,TOR,0,0,2017,20170420
Jakob Poeltl,2,6,0.333,0,0,0.0,0,2,0.0,4,3,7,0,0,0,0,2,4,-4.0,TOR,0,0,2017,20170420
Fred VanVleet,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,3.0,TOR,0,0,2017,20170420
Lucas Nogueira,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,3.0,TOR,0,0,2017,20170420
Khris Middleton,8,15,.533,1,4,.250,3,3,1.000,0,3,3,7,2,0,0,1,20,+17,MIL,1,1,2017,20170420
Giannis Antetokounmpo,7,10,.700,2,2,1.000,3,8,.375,0,8,8,4,2,2,3,1,19,+29,MIL,1,1,2017,20170420
Malcolm Brogdon,2,7,.286,0,2,.000,0,0,0,1,6,7,9,0,0,2,1,4,+10,MIL,1,1,2017,20170420
Tony Snell,2,5,.400,1,3,.333,0,0,0,0,2,2,2,0,0,0,4,5,+27,MIL,1,1,2017,20170420
Thon Maker,3,5,.600,1,2,.500,4,4,1.000,1,1,2,2,0,0,1,3,11,+13,MIL,1,1,2017,20170420
Matthew Dellavedova,4,5,.800,2,2,1.000,0,0,0,0,1,1,2,0,0,3,2,10,+20,MIL,1,1,2017,20170420
Greg Monroe,6,11,.545,0,0,0,4,4,1.000,1,6,7,3,2,1,1,6,16,+17,MIL,1,1,2017,20170420
Michael Beasley,5,9,.556,3,3,1.000,0,0,0,0,3,3,0,0,1,2,5,13,+8,MIL,1,1,2017,20170420
Jason Terry,0,4,.000,0,3,.000,0,0,0,0,2,2,0,0,0,0,1,0,-1,MIL,1,1,2017,20170420
Rashad Vaughn,2,3,.667,2,2,1.000,0,0,0,0,0,0,0,0,0,0,0,6,-2,MIL,1,1,2017,20170420
Spencer Hawes,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,-3,MIL,1,1,2017,20170420
LaMarcus Aldridge,11,24,.458,1,2,.500,5,6,.833,2,5,7,3,3,1,6,4,28,-14,SAS,0,0,2017,20170514
Patty Mills,1,8,.125,0,6,.000,3,4,.750,1,1,2,3,2,0,1,3,5,-15,SAS,0,0,2017,20170514
Danny Green,3,5,.600,2,3,.667,0,0,0,1,1,2,2,1,1,3,3,8,-10,SAS,0,0,2017,20170514
Kawhi Leonard,7,13,.538,1,4,.250,11,11,1.000,4,4,8,3,1,0,1,2,26,+21,SAS,0,0,2017,20170514
Pau Gasol,2,5,.400,0,1,.000,1,1,1.000,0,2,2,1,1,1,1,5,5,-1,SAS,0,0,2017,20170514
Manu Ginóbili,7,10,.700,1,3,.333,2,3,.667,0,1,1,1,3,0,2,2,17,+4,SAS,0,0,2017,20170514
Jonathon Simmons,4,9,.444,2,3,.667,2,2,1.000,1,1,2,1,0,0,1,4,12,-17,SAS,0,0,2017,20170514
David Lee,0,1,.000,0,0,0,0,0,0,3,4,7,1,0,0,1,0,0,+15,SAS,0,0,2017,20170514
Dejounte Murray,3,6,.500,0,0,0,0,1,.000,1,1,2,2,1,0,1,1,6,+7,SAS,0,0,2017,20170514
Kyle Anderson,2,3,.667,0,0,0,0,0,0,1,3,4,2,1,0,0,0,4,-3,SAS,0,0,2017,20170514
Dāvis Bertāns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+3,SAS,0,0,2017,20170514
Stephen Curry,14,26,.538,7,16,.438,5,7,.714,2,5,7,3,3,0,3,0,40,+8,GSW,1,1,2017,20170514
Klay Thompson,2,11,.182,1,3,.333,1,2,.500,1,3,4,3,3,2,2,5,6,+5,GSW,1,1,2017,20170514
Kevin Durant,11,21,.524,2,8,.250,10,12,.833,2,3,5,4,1,4,3,4,34,+14,GSW,1,1,2017,20170514
Draymond Green,3,6,.500,0,1,.000,3,3,1.000,3,4,7,7,2,0,4,5,9,+3,GSW,1,1,2017,20170514
Zaza Pachulia,4,6,.667,0,0,0,3,4,.750,5,4,9,3,1,1,1,3,11,+11,GSW,1,1,2017,20170514
Shaun Livingston,2,5,.400,0,0,0,0,1,.000,4,2,6,1,1,0,1,1,4,+4,GSW,1,1,2017,20170514
Andre Iguodala,1,1,1.000,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,-19,GSW,1,1,2017,20170514
Matt Barnes,1,2,.500,0,1,.000,0,0,0,0,2,2,0,0,0,0,1,2,+1,GSW,1,1,2017,20170514
David West,0,2,.000,0,0,0,1,2,.500,0,1,1,0,1,1,2,3,1,-11,GSW,1,1,2017,20170514
JaVale McGee,0,0,0,0,0,0,1,2,.500,0,1,1,0,0,0,1,2,1,-11,GSW,1,1,2017,20170514
Ian Clark,1,1,1.000,1,1,1.000,0,0,0,0,1,1,0,0,0,1,0,3,+5,GSW,1,1,2017,20170514
Kyrie Irving,8,23,0.348,2,6,0.333,1,2,0.5,0,2,2,7,2,0,3,1,19,-17.0,CLE,0,0,2017,20170604
LeBron James,12,18,0.667,1,3,0.333,4,5,0.8,0,11,11,14,3,1,4,2,29,-11.0,CLE,0,0,2017,20170604
Kevin Love,12,23,0.522,2,7,0.286,1,1,1.0,4,3,7,0,2,0,1,3,27,-8.0,CLE,0,0,2017,20170604
Tristan Thompson,4,7,0.571,0,0,0.0,0,0,0.0,2,2,4,1,2,0,0,2,8,-18.0,CLE,0,0,2017,20170604
J.R. Smith,0,2,0.0,0,2,0.0,0,0,0.0,1,1,2,0,0,0,1,4,0,-18.0,CLE,0,0,2017,20170604
Kyle Korver,2,4,0.5,1,3,0.333,3,3,1.0,0,0,0,1,1,0,0,0,8,-3.0,CLE,0,0,2017,20170604
Iman Shumpert,1,6,0.167,0,2,0.0,4,4,1.0,1,3,4,0,3,0,0,1,6,-5.0,CLE,0,0,2017,20170604
Deron Williams,0,5,0.0,0,2,0.0,0,0,0.0,1,2,3,3,1,0,0,2,0,-8.0,CLE,0,0,2017,20170604
Richard Jefferson,2,3,0.667,1,2,0.5,2,4,0.5,0,1,1,0,1,0,0,3,7,-7.0,CLE,0,0,2017,20170604
Channing Frye,1,5,0.2,0,1,0.0,0,0,0.0,0,3,3,1,0,0,0,0,2,0.0,CLE,0,0,2017,20170604
Dahntay Jones,1,1,1.0,0,0,0.0,0,0,0.0,1,2,3,0,0,0,0,0,2,0.0,CLE,0,0,2017,20170604
Derrick Williams,2,3,0.667,1,1,1.0,0,0,0.0,0,0,0,0,0,0,0,0,5,0.0,CLE,0,0,2017,20170604
James Jones,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,CLE,0,0,2017,20170604
Kevin Durant,13,22,0.591,4,8,0.5,3,3,1.0,2,11,13,6,3,5,3,4,33,21.0,GSW,1,1,2017,20170604
Klay Thompson,8,12,0.667,4,7,0.571,2,3,0.667,1,6,7,1,0,0,2,2,22,24.0,GSW,1,1,2017,20170604
Stephen Curry,7,17,0.412,4,11,0.364,14,14,1.0,2,8,10,11,1,0,8,3,32,21.0,GSW,1,1,2017,20170604
Draymond Green,4,8,0.5,3,6,0.5,1,2,0.5,0,6,6,6,1,0,3,5,12,14.0,GSW,1,1,2017,20170604
Zaza Pachulia,1,2,0.5,0,0,0.0,0,0,0.0,2,0,2,0,0,0,2,1,2,13.0,GSW,1,1,2017,20170604
Andre Iguodala,2,6,0.333,1,4,0.25,0,0,0.0,1,3,4,5,0,1,1,0,5,9.0,GSW,1,1,2017,20170604
Shaun Livingston,4,7,0.571,0,0,0.0,2,2,1.0,0,1,1,1,0,0,0,2,10,-10.0,GSW,1,1,2017,20170604
Ian Clark,4,8,0.5,2,5,0.4,0,0,0.0,0,2,2,2,0,0,1,1,10,1.0,GSW,1,1,2017,20170604
David West,1,2,0.5,0,1,0.0,0,0,0.0,0,3,3,2,0,1,0,0,2,4.0,GSW,1,1,2017,20170604
Patrick McCaw,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,3.0,GSW,1,1,2017,20170604
James Michael McAdoo,1,2,0.5,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,2,-2.0,GSW,1,1,2017,20170604
Matt Barnes,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-2.0,GSW,1,1,2017,20170604
JaVale McGee,1,2,0.5,0,0,0.0,0,0,0.0,1,2,3,0,0,0,0,1,2,-1.0,GSW,1,1,2017,20170604
Gordon Hayward,4,15,0.267,2,9,0.222,2,2,1.0,0,4,4,4,2,1,1,2,12,-7.0,UTA,0,0,2017,20170502
Rudy Gobert,5,7,0.714,0,0,0.0,3,6,0.5,2,6,8,3,1,2,2,3,13,-3.0,UTA,0,0,2017,20170502
George Hill,3,9,0.333,1,3,0.333,0,0,0.0,2,2,4,3,0,0,1,2,7,-15.0,UTA,0,0,2017,20170502
Joe Ingles,2,5,0.4,1,3,0.333,0,0,0.0,0,1,1,4,0,0,2,0,5,-12.0,UTA,0,0,2017,20170502
Joe Johnson,4,10,0.4,3,6,0.5,0,0,0.0,1,5,6,2,0,0,2,2,11,-15.0,UTA,0,0,2017,20170502
Rodney Hood,6,12,0.5,0,4,0.0,0,0,0.0,0,5,5,1,0,0,1,5,12,-1.0,UTA,0,0,2017,20170502
Shelvin Mack,2,7,0.286,0,1,0.0,2,2,1.0,0,7,7,4,1,0,1,1,6,-1.0,UTA,0,0,2017,20170502
Boris Diaw,1,2,0.5,0,0,0.0,2,2,1.0,1,1,2,1,1,1,2,2,4,-4.0,UTA,0,0,2017,20170502
Derrick Favors,2,5,0.4,0,0,0.0,0,0,0.0,2,3,5,0,0,0,0,0,4,-17.0,UTA,0,0,2017,20170502
Dante Exum,3,3,1.0,1,1,1.0,0,0,0.0,0,0,0,2,1,0,0,0,7,-6.0,UTA,0,0,2017,20170502
Trey Lyles,3,4,0.75,1,2,0.5,0,0,0.0,0,1,1,1,1,0,1,1,7,7.0,UTA,0,0,2017,20170502
Joel Bolomboy,2,2,1.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,4,8.0,UTA,0,0,2017,20170502
Raul Neto,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,6.0,UTA,0,0,2017,20170502
Draymond Green,5,10,0.5,2,5,0.4,5,7,0.714,0,8,8,6,2,2,0,2,17,19.0,GSW,1,1,2017,20170502
Kevin Durant,7,17,0.412,1,2,0.5,2,2,1.0,1,4,5,5,1,0,1,2,17,2.0,GSW,1,1,2017,20170502
Klay Thompson,6,13,0.462,3,8,0.375,0,0,0.0,0,2,2,2,0,0,0,2,15,23.0,GSW,1,1,2017,20170502
Stephen Curry,7,11,0.636,1,4,0.25,7,7,1.0,1,6,7,5,1,0,4,1,22,5.0,GSW,1,1,2017,20170502
Zaza Pachulia,3,4,0.75,0,0,0.0,4,4,1.0,0,1,1,0,0,1,1,2,10,6.0,GSW,1,1,2017,20170502
Andre Iguodala,2,8,0.25,0,6,0.0,0,0,0.0,1,2,3,5,1,1,0,3,4,9.0,GSW,1,1,2017,20170502
Shaun Livingston,4,5,0.8,0,0,0.0,1,1,1.0,2,3,5,1,1,1,1,2,9,-7.0,GSW,1,1,2017,20170502
Ian Clark,3,6,0.5,0,2,0.0,0,0,0.0,0,2,2,0,0,0,0,0,6,7.0,GSW,1,1,2017,20170502
David West,2,3,0.667,0,0,0.0,0,0,0.0,0,4,4,7,1,2,0,1,4,14.0,GSW,1,1,2017,20170502
JaVale McGee,1,2,0.5,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,0,2,-1.0,GSW,1,1,2017,20170502
Matt Barnes,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,1,0,-5.0,GSW,1,1,2017,20170502
James Michael McAdoo,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-6.0,GSW,1,1,2017,20170502
Patrick McCaw,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-6.0,GSW,1,1,2017,20170502
Draymond Green,7,11,.636,5,8,.625,2,4,.500,0,6,6,4,2,3,2,2,21,+38,GSW,0,1,2017,20170424
Klay Thompson,6,13,.462,3,5,.600,3,4,.750,0,2,2,1,0,0,0,0,18,+36,GSW,0,1,2017,20170424
Stephen Curry,12,20,.600,7,11,.636,6,7,.857,2,5,7,8,1,0,4,0,37,+29,GSW,0,1,2017,20170424
Kevin Durant,4,7,.571,2,2,1.000,0,0,0,0,3,3,2,1,2,3,0,10,+25,GSW,0,1,2017,20170424
Zaza Pachulia,4,6,.667,0,0,0,3,3,1.000,0,7,7,1,1,0,0,2,11,+32,GSW,0,1,2017,20170424
Andre Iguodala,2,5,.400,0,1,.000,1,2,.500,0,5,5,5,0,0,0,1,5,+1,GSW,0,1,2017,20170424
Ian Clark,1,5,.200,0,0,0,2,2,1.000,0,4,4,1,0,0,1,0,4,-7,GSW,0,1,2017,20170424
Patrick McCaw,0,3,.000,0,1,.000,0,0,0,1,2,3,1,0,0,0,1,0,-10,GSW,0,1,2017,20170424
David West,5,6,.833,0,0,0,2,2,1.000,0,2,2,4,2,0,0,2,12,-3,GSW,0,1,2017,20170424
James Michael McAdoo,2,3,.667,0,1,.000,0,2,.000,1,1,2,0,0,0,0,1,4,-7,GSW,0,1,2017,20170424
JaVale McGee,2,4,.500,0,0,0,0,1,.000,1,2,3,0,0,3,0,4,4,-3,GSW,0,1,2017,20170424
Damian Jones,1,3,.333,0,0,0,0,0,0,1,0,1,0,0,1,0,2,2,-6,GSW,0,1,2017,20170424
Damian Lillard,12,24,.500,2,6,.333,8,9,.889,1,0,1,6,1,0,4,4,34,-31,POR,1,0,2017,20170424
CJ McCollum,2,12,.167,0,4,.000,2,2,1.000,0,5,5,1,0,1,2,3,6,-29,POR,1,0,2017,20170424
Evan Turner,2,7,.286,1,4,.250,2,2,1.000,0,2,2,1,3,0,1,0,7,-27,POR,1,0,2017,20170424
Maurice Harkless,0,3,.000,0,1,.000,2,2,1.000,1,0,1,0,1,0,0,2,2,-13,POR,1,0,2017,20170424
Meyers Leonard,0,2,.000,0,2,.000,0,0,0,0,3,3,0,0,0,1,2,0,-14,POR,1,0,2017,20170424
Al-Farouq Aminu,7,12,.583,5,9,.556,6,8,.750,2,5,7,1,2,1,3,3,25,-10,POR,1,0,2017,20170424
Noah Vonleh,1,2,.500,0,0,0,1,2,.500,2,12,14,0,0,1,0,2,3,-7,POR,1,0,2017,20170424
Allen Crabbe,3,6,.500,1,3,.333,0,0,0,0,3,3,0,0,0,0,1,7,-7,POR,1,0,2017,20170424
Shabazz Napier,4,11,.364,3,7,.429,3,4,.750,1,1,2,2,0,0,0,3,14,+6,POR,1,0,2017,20170424
Jake Layman,1,3,.333,1,1,1.000,0,0,0,0,0,0,0,0,0,0,0,3,+3,POR,1,0,2017,20170424
Pat Connaughton,1,2,.500,0,1,.000,0,0,0,0,1,1,2,0,0,0,0,2,+3,POR,1,0,2017,20170424
Tim Quarterman,0,1,.000,0,1,.000,0,0,0,0,0,0,1,0,0,0,0,0,+1,POR,1,0,2017,20170424
Avery Bradley,10,18,.556,3,6,.500,4,4,1.000,0,3,3,1,4,0,2,3,27,0,BOS,0,0,2017,20170512
Isaiah Thomas,8,24,.333,5,13,.385,6,6,1.000,0,3,3,7,0,0,5,5,27,+5,BOS,0,0,2017,20170512
Al Horford,8,12,.667,2,4,.500,2,2,1.000,1,5,6,3,0,1,2,1,20,+3,BOS,0,0,2017,20170512
Jae Crowder,3,9,.333,1,4,.250,3,4,.750,0,7,7,8,0,0,0,1,10,+3,BOS,0,0,2017,20170512
Amir Johnson,1,1,1.000,0,0,0,0,0,0,1,2,3,0,0,1,0,2,2,-5,BOS,0,0,2017,20170512
Marcus Smart,0,3,.000,0,1,.000,1,2,.500,2,3,5,4,0,0,0,2,1,-8,BOS,0,0,2017,20170512
Kelly Olynyk,2,4,.500,0,2,.000,0,0,0,1,7,8,0,1,1,1,4,4,-6,BOS,0,0,2017,20170512
Jaylen Brown,0,5,.000,0,3,.000,0,0,0,2,0,2,1,0,0,0,1,0,+1,BOS,0,0,2017,20170512
Terry Rozier,0,3,.000,0,2,.000,0,0,0,0,0,0,1,0,0,0,0,0,+2,BOS,0,0,2017,20170512
Bradley Beal,15,26,.577,1,8,.125,2,2,1.000,2,1,3,5,1,0,1,3,33,0,WAS,1,1,2017,20170512
John Wall,9,25,.360,2,5,.400,6,8,.750,1,1,2,8,0,2,3,3,26,+2,WAS,1,1,2017,20170512
Markieff Morris,5,14,.357,2,5,.400,4,5,.800,2,9,11,2,1,1,3,4,16,+2,WAS,1,1,2017,20170512
Otto Porter Jr.,0,5,.000,0,2,.000,0,0,0,3,4,7,2,1,1,0,1,0,0,WAS,1,1,2017,20170512
Marcin Gortat,2,3,.667,0,0,0,0,0,0,3,9,12,2,1,1,2,4,4,+6,WAS,1,1,2017,20170512
Bojan Bogdanović,2,6,.333,0,3,.000,0,0,0,0,4,4,0,0,0,1,1,4,+5,WAS,1,1,2017,20170512
Ian Mahinmi,3,3,1.000,0,0,0,0,4,.000,0,3,3,0,0,2,0,4,6,-2,WAS,1,1,2017,20170512
Brandon Jennings,0,2,.000,0,1,.000,0,0,0,0,1,1,0,0,0,0,0,0,0,WAS,1,1,2017,20170512
Jason Smith,1,2,.500,0,0,0,1,2,.500,0,1,1,1,0,0,1,1,3,-3,WAS,1,1,2017,20170512
Kelly Oubre Jr.,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,3,0,-5,WAS,1,1,2017,20170512
Bradley Beal,6,20,.300,0,6,.000,0,0,0,1,4,5,1,0,1,1,3,12,-26,WAS,0,0,2017,20170422
John Wall,10,12,.833,1,1,1.000,8,10,.800,0,3,3,7,1,0,3,2,29,-24,WAS,0,0,2017,20170422
Markieff Morris,4,14,.286,1,4,.250,0,0,0,0,6,6,0,1,2,2,5,9,-17,WAS,0,0,2017,20170422
Marcin Gortat,1,4,.250,0,0,0,0,0,0,2,7,9,0,0,1,0,2,2,-22,WAS,0,0,2017,20170422
Otto Porter Jr.,3,7,.429,1,3,.333,0,0,0,1,1,2,0,1,0,1,2,7,-13,WAS,0,0,2017,20170422
Bojan Bogdanović,3,9,.333,0,4,.000,5,6,.833,0,7,7,1,0,0,0,0,11,-3,WAS,0,0,2017,20170422
Kelly Oubre Jr.,3,11,.273,3,7,.429,0,0,0,2,3,5,1,2,0,2,6,9,-7,WAS,0,0,2017,20170422
Brandon Jennings,4,6,.667,1,2,.500,4,4,1.000,0,0,0,4,0,0,2,0,13,+7,WAS,0,0,2017,20170422
Tomáš Satoranský,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,2,1,0,+9,WAS,0,0,2017,20170422
Jason Smith,1,2,.500,0,1,.000,0,0,0,0,4,4,0,0,0,1,6,2,+6,WAS,0,0,2017,20170422
Sheldon Mac,2,3,.667,0,1,.000,0,0,0,0,0,0,0,0,0,0,1,4,0,WAS,0,0,2017,20170422
Daniel Ochefu,0,1,.000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,WAS,0,0,2017,20170422
Paul Millsap,12,20,0.6,0,1,0.0,5,9,0.556,3,11,14,5,1,2,2,3,29,22.0,ATL,1,1,2017,20170422
Dennis Schröder,10,22,0.455,3,7,0.429,4,6,0.667,0,2,2,9,1,0,3,4,27,18.0,ATL,1,1,2017,20170422
Tim Hardaway Jr.,3,9,0.333,1,6,0.167,1,2,0.5,0,1,1,2,0,0,1,2,8,19.0,ATL,1,1,2017,20170422
Taurean Prince,7,10,0.7,2,2,1.0,0,0,0.0,0,4,4,0,1,0,0,0,16,23.0,ATL,1,1,2017,20170422
Dwight Howard,2,4,0.5,0,0,0.0,1,3,0.333,2,9,11,2,1,1,0,3,5,24.0,ATL,1,1,2017,20170422
Kent Bazemore,3,8,0.375,1,3,0.333,1,2,0.5,0,3,3,4,1,1,1,0,8,1.0,ATL,1,1,2017,20170422
Ersan İlyasova,1,5,0.2,0,1,0.0,2,2,1.0,2,4,6,0,0,0,1,1,4,-2.0,ATL,1,1,2017,20170422
Mike Muscala,0,3,0.0,0,1,0.0,3,4,0.75,4,1,5,0,1,0,0,0,3,-7.0,ATL,1,1,2017,20170422
